t_ns,cx,cy,r_px,bx,by,bz,ee_x,ee_y,ee_z,ee_r,ee_p,ee_yaw,vx,vy,vz,wx,wy,wz
1758229626013325532,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626046058839,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626079033977,212,289,25.0,-0.1961560975609756,0.08899674796747967,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626112358553,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626150287129,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626179651259,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626212214383,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626245620854,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626279480251,211,288,25.0,-0.19832682926829268,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626313626477,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626347222757,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626380638857,212,289,25.0,-0.19738536585365854,0.08955447154471546,1.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626413749781,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626450725247,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626479671190,211,288,25.0,-0.1986813008130081,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626512152670,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626545837774,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626579701765,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626613693696,212,289,25.0,-0.1961560975609756,0.08899674796747967,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626647289882,211,287,25.0,-0.19885853658536587,0.08574634146341464,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626680596681,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626714029447,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626747480698,212,289,25.0,-0.1963317073170732,0.08907642276422764,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626780690437,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626814145074,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626846722961,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626881097366,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626913085748,212,289,25.0,-0.1958048780487805,0.08883739837398373,1.115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626951257386,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229626980520892,211,288,25.0,-0.1977951219512195,0.08710243902439026,1.116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627012964916,211,287,25.0,-0.19797235772357724,0.08536422764227643,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627046542312,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627080555840,212,289,25.0,-0.1963317073170732,0.08907642276422764,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627114109015,211,288,25.0,-0.19832682926829268,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627147316344,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627180928427,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627214223117,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627247596734,211,287,25.0,-0.1986813008130081,0.08566991869918698,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627281094540,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627314179453,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627347097623,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627385194699,211,287,25.0,-0.19832682926829268,0.0855170731707317,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627414604879,212,289,25.0,-0.19703414634146343,0.08939512195121953,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627446800098,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627480289955,212,289,25.0,-0.1963317073170732,0.08907642276422764,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627513856642,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627547021062,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627580534889,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627614164554,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627647502475,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627680694729,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627714232048,212,288,25.0,-0.19598048780487806,0.08710243902439026,1.116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627747446781,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627780967675,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627814373157,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627847586850,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627880623545,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627919046976,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627948064896,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229627980734039,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628014956198,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628049865361,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628083286762,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628115136431,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628148441883,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628181804619,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628215286727,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628248670942,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628282030745,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628315759297,211,287,25.0,-0.19832682926829268,0.0855170731707317,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628348807648,211,287,25.0,-0.1986813008130081,0.08566991869918698,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628382001131,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628415540976,211,287,25.0,-0.19903577235772357,0.08582276422764228,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628448766691,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628486538606,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628515661591,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628547951154,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628581508165,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628615081952,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628648951236,212,289,25.0,-0.19720975609756097,0.08947479674796747,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628682380456,212,289,25.0,-0.1963317073170732,0.08907642276422764,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628715611651,212,289,25.0,-0.19685853658536584,0.08931544715447155,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628749033311,212,289,25.0,-0.19720975609756097,0.08947479674796747,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628782431027,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628815913546,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628849071104,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628887010376,211,287,25.0,-0.19885853658536587,0.08574634146341464,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628916219962,211,288,25.0,-0.1986813008130081,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628948558284,212,289,25.0,-0.19685853658536584,0.08931544715447155,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229628981918539,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629015641977,212,289,25.0,-0.19703414634146343,0.08939512195121953,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629049485250,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629082733185,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629116086329,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629149576886,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629182986907,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629216005759,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629249616336,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629282953026,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629316270550,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629349571796,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629383122860,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629416355803,212,288,25.0,-0.19738536585365854,0.08772682926829269,1.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629449797650,212,289,25.0,-0.1961560975609756,0.08899674796747967,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629483192166,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629516580627,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629549910593,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629587703971,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629617069928,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629649172831,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629682822871,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629716343578,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629749909636,211,288,25.0,-0.19814959349593497,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629783167798,212,288,25.0,-0.19598048780487806,0.08710243902439026,1.116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629816534600,212,289,25.0,-0.19685853658536584,0.08931544715447155,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629850501751,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629882931507,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629916567300,212,289,25.0,-0.1961560975609756,0.08899674796747967,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629950404800,212,289,25.0,-0.19685853658536584,0.08931544715447155,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229629983701718,211,288,25.0,-0.19814959349593497,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630017070688,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630050448973,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630085876012,212,288,25.0,-0.19738536585365854,0.08772682926829269,1.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630117289127,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630150539832,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630183945441,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630217349194,212,289,25.0,-0.19720975609756097,0.08947479674796747,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630250713182,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630283991744,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630317901778,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630352835071,212,289,25.0,-0.19720975609756097,0.08947479674796747,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630386120557,212,288,25.0,-0.19598048780487806,0.08710243902439026,1.116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630417977969,212,288,25.0,-0.19703414634146343,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630451356574,211,287,25.0,-0.1986813008130081,0.08566991869918698,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630485112985,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630518444879,212,288,25.0,-0.19685853658536584,0.08749268292682927,1.121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630551895969,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630585273088,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630618568490,212,288,25.0,-0.1963317073170732,0.08725853658536585,1.118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630651989799,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630685299667,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630718718038,211,288,25.0,-0.19885853658536587,0.08757073170731709,1.122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630752085831,212,288,25.0,-0.19650731707317073,0.08733658536585366,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630785579866,212,288,25.0,-0.19738536585365854,0.08772682926829269,1.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630818821374,212,288,25.0,-0.1961560975609756,0.08718048780487805,1.117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630852431445,212,288,25.0,-0.19720975609756097,0.08764878048780488,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630884279369,212,289,25.0,-0.19720975609756097,0.08947479674796747,1.123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630918372877,211,288,25.0,-0.1992130081300813,0.08772682926829269,1.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1758229630952988680,212,289,25.0,-0.19650731707317073,0.08915609756097562,1.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
